no,domain name,website,status,remote_ip,remote_port,time_appconnect,time_connect,time_namelookup,time_pretransfer,time_redirect,time_starttransfer,time_total
2773,socialblade.com,https://www.socialblade.com,ok,104.26.1.138,443.0,0.0,1.483758,1.478303,1.483862,0.0,1.728168,2.729404
2783,yoast.com,https://www.yoast.com,ok,104.18.26.25,443.0,0.0,1.480595,0.00813,1.480695,0.0,1.496699,1.496771
2826,google.sk,https://www.google.sk,ok,172.217.22.99,443.0,0.0,1.7404810000000002,0.018492,1.7406,0.0,1.989378,1.989648
2831,chinatimes.com,https://www.chinatimes.com,ok,172.67.1.28,443.0,0.0,0.493163,0.233975,0.493279,0.0,0.983947,0.988649
2835,toppr.com,https://www.toppr.com,ok,104.20.84.29,443.0,0.0,0.4927760000000001,0.4733729999999999,0.492889,0.0,0.7231810000000001,0.724438
2840,useinsider.com,https://www.useinsider.com,ok,104.17.169.114,443.0,0.0,0.239589,0.229901,0.239692,0.0,0.473128,1.474184
2852,blogspot.it,https://www.blogspot.it,ok,172.217.23.169,443.0,0.0,0.258887,0.242459,0.258997,0.0,0.494445,0.521325
2872,page.link,https://www.page.link,ok,216.58.205.238,443.0,0.0,0.483016,0.470773,0.483144,0.0,0.720867,0.747379
2891,google.fi,https://www.google.fi,ok,172.217.16.163,443.0,0.0,0.026191,0.014315,0.026317,0.0,0.24804,0.275253
2894,templatemonster.com,https://www.templatemonster.com,ok,172.67.18.221,443.0,0.0,0.23562,0.223315,0.235725,0.0,0.473301,0.486267
2915,news24.com,https://www.news24.com,ok,104.16.251.81,443.0,0.0,0.472318,0.228187,0.47243,0.0,0.720885,0.732487
2923,udacity.com,https://www.udacity.com,ok,104.18.11.116,443.0,0.0,0.251964,0.235585,0.252067,0.0,0.985667,1.009507
2941,e-recht24.de,https://www.e-recht24.de,ok,159.69.70.50,443.0,0.0,1.971506,0.228807,1.971628,0.0,2.220215,2.475216
2995,encyclopedia.com,https://www.encyclopedia.com,ok,104.26.9.13,443.0,0.0,1.503531,0.012101,1.503645,0.0,1.514773,1.518208
2999,crhoy.com,https://www.crhoy.com,ok,172.67.70.108,443.0,0.0,1.489428,0.011981,1.489558,0.0,1.732751,1.7619900000000002
3014,sehatq.com,https://www.sehatq.com,ok,104.22.69.234,443.0,0.0,0.01829,0.009942,0.018391,0.0,1.489925,1.7446970000000002
3032,google.co.nz,https://www.google.co.nz,ok,216.58.205.227,443.0,0.0,0.248563,0.014138,0.248678,0.0,0.490567,0.516288
3038,lotterypost.com,https://www.lotterypost.com,ok,104.26.6.161,443.0,0.0,0.247617,0.240268,0.24775100000000005,0.0,0.475093,0.475249
3041,google.hr,https://www.google.hr,ok,172.217.23.99,443.0,0.0,0.484741,0.474176,0.4848560000000001,0.0,0.724279,0.750965
3066,google.rs,https://www.google.rs,ok,172.217.16.131,443.0,0.0,0.254442,0.234736,0.254571,0.0,0.485045,0.511836
3086,google.lk,https://www.google.lk,ok,172.217.18.99,443.0,0.0,0.480544,0.244037,0.480664,0.0,0.723341,0.749472
3127,geekwire.com,https://www.geekwire.com,ok,104.26.15.176,443.0,0.0,2.7424,0.013146,2.742523,0.0,2.771292,2.997468
3134,dikaiologitika.gr,https://www.dikaiologitika.gr,ok,172.67.74.127,443.0,0.0,0.245225,0.23067,0.245337,0.0,0.480744,0.5074390000000001
3168,wowkeren.com,https://www.wowkeren.com,ok,104.26.15.101,443.0,0.0,0.245691,0.2268550000000001,0.245817,0.0,0.742626,1.472703
3187,fanfiction.net,https://www.fanfiction.net,ok,104.18.18.242,443.0,0.0,0.234211,0.227435,0.234358,0.0,0.257469,1.478256
3230,akhbarelyom.com,https://www.akhbarelyom.com,ok,172.67.74.187,443.0,0.0,1.759375,0.012005,1.7594869999999998,0.0,1.992996,2.99392
3242,law.com,https://www.law.com,ok,104.18.14.209,443.0,0.0,0.245028,0.234687,0.245134,0.0,0.48445,0.484563
3251,google.com.bd,https://www.google.com.bd,ok,172.217.18.3,443.0,0.0,0.24434,0.232188,0.244467,0.0,0.482315,0.5089359999999999
3305,worldwildlife.org,https://www.worldwildlife.org,ok,104.18.22.220,443.0,0.0,0.243902,0.232423,0.244017,0.0,0.735359,0.7393930000000001
3306,whitepages.com,https://www.whitepages.com,ok,104.18.22.138,443.0,0.0,0.241571,0.014208000000000004,0.2416760000000001,0.0,0.25252,0.252601
3317,google.no,https://www.google.no,ok,172.217.22.67,443.0,0.0,0.027045,0.011175,0.027188,0.0,0.24931,0.275808
3327,roozaneh.net,https://www.roozaneh.net,ok,104.18.52.242,443.0,0.0,0.260834,0.243947,0.260925,0.0,2.003939,2.004021
3328,panoramio.com,https://www.panoramio.com,ok,142.250.74.206,443.0,0.0,1.4915200000000002,0.017501,1.491659,0.0,1.493875,1.493985
3344,wpastra.com,https://www.wpastra.com,ok,104.27.146.225,443.0,0.0,1.25414,0.009001,1.254243,0.0,1.7330279999999998,1.733109
3353,ad4m.at,https://www.ad4m.at,ok,104.26.11.209,443.0,0.0,0.251676,0.2412320000000001,0.251771,0.0,0.473273,0.4748520000000001
3356,standardmedia.co.ke,https://www.standardmedia.co.ke,ok,104.20.204.58,443.0,0.0,0.249794,0.229596,0.249895,0.0,0.726744,0.980823
3357,css-tricks.com,https://www.css-tricks.com,ok,172.67.74.18,443.0,0.0,2.257998,0.010912,2.258127,0.0,2.985407,2.985522
3366,royalcbd.com,https://www.royalcbd.com,ok,172.67.15.77,443.0,0.0,1.738341,0.245389,1.738441,0.0,1.7480639999999998,1.748205
3417,google.kz,https://www.google.kz,ok,172.217.18.99,443.0,0.0,1.995353,0.021456,1.995463,0.0,2.242561,2.2427040000000003
3422,leo.org,https://www.leo.org,ok,104.22.76.215,443.0,0.0,0.23945300000000005,0.233546,0.239575,0.0,0.483525,0.48361
3446,poki.com,https://www.poki.com,ok,104.16.209.71,443.0,0.0,1.263365,0.024562,1.263471,0.0,1.494825,1.494916
3460,googlecode.com,https://www.googlecode.com,ok,74.125.133.82,443.0,0.0,0.239971,0.228091,0.240087,0.0,0.247903,0.247988
3483,parliament.uk,https://www.parliament.uk,ok,104.17.150.48,443.0,0.0,0.262061,0.233857,0.262192,0.0,0.484309,0.488044
3491,vecteezy.com,https://www.vecteezy.com,ok,104.22.64.94,443.0,0.0,0.238761,0.008779,0.238868,0.0,0.984798,0.993373
3529,uptobox.com,https://www.uptobox.com,ok,104.22.52.218,443.0,0.0,0.25085100000000005,0.014129,0.25095300000000004,0.0,0.26013600000000003,0.260214
3564,adbtc.top,https://www.adbtc.top,ok,104.26.12.89,443.0,0.0,0.499847,0.487915,0.4999560000000001,0.0,0.737985,1.739134
3603,glassdoor.co.in,https://www.glassdoor.co.in,ok,104.16.118.102,443.0,0.0,0.020253,0.014413,0.020372,0.0,0.239784,1.240919
3622,adskeeper.co.uk,https://www.adskeeper.co.uk,ok,104.19.133.80,443.0,0.0,1.750201,0.015041,1.750311,0.0,1.987781,1.987895
3652,ghanaweb.com,https://www.ghanaweb.com,ok,104.17.199.96,443.0,0.0,0.247099,0.007489,0.247189,0.0,0.26556,0.265642
3659,blogspot.com.br,https://www.blogspot.com.br,ok,172.217.23.169,443.0,0.0,0.244531,0.230223,0.244648,0.0,0.480059,0.506196
3695,google.lt,https://www.google.lt,ok,172.217.16.131,443.0,0.0,0.250836,0.240045,0.250996,0.0,0.490198,0.5161939999999999
3718,blogspot.nl,https://www.blogspot.nl,ok,172.217.23.169,443.0,0.0,0.249576,0.2301300000000001,0.249704,0.0,0.4798060000000001,0.5068229999999999
3728,marinetraffic.com,https://www.marinetraffic.com,ok,104.18.13.142,443.0,0.0,0.239743,0.230107,0.23984,0.0,0.470529,1.47172
3731,esheeq.net,https://www.esheeq.net,ok,172.67.74.158,443.0,0.0,0.484052,0.245629,0.484157,0.0,0.4994770000000001,0.4995439999999999
3749,whatismyipaddress.com,https://www.whatismyipaddress.com,ok,104.16.154.36,443.0,0.0,1.7559189999999998,0.015576,1.75602,0.0,1.7698470000000002,1.7699599999999998
3770,blogspot.jp,https://www.blogspot.jp,ok,172.217.23.169,443.0,0.0,0.245413,0.2348,0.245535,0.0,0.471991,0.498175
3773,watanserb.com,https://www.watanserb.com,ok,104.26.6.79,443.0,0.0,1.7526240000000002,1.736941,1.752731,0.0,2.223669,2.232297
3798,schema.org,https://www.schema.org,ok,142.250.74.206,443.0,0.0,0.259327,0.245175,0.259456,0.0,0.262128,0.262238
3829,google.com.qa,https://www.google.com.qa,ok,172.217.16.131,443.0,0.0,0.247977,0.015346,0.248094,0.0,0.491861,0.517949
3854,google.co.ma,https://www.google.co.ma,ok,172.217.16.131,443.0,0.0,0.263047,0.244886,0.26317,0.0,0.495004,0.526112
3860,thriveglobal.com,https://www.thriveglobal.com,ok,172.67.5.226,443.0,0.0,0.249402,0.012715,0.24952600000000005,0.0,0.269206,0.26928
3912,adyen.com,https://www.adyen.com,ok,172.67.21.175,443.0,0.0,0.471282,0.243992,0.471386,0.0,0.7201569999999999,0.7257520000000001
3916,zoomit.ir,https://www.zoomit.ir,ok,104.26.14.111,443.0,0.0,0.253149,0.243002,0.253256,0.0,0.743009,0.99691
3917,tasteofhome.com,https://www.tasteofhome.com,ok,104.18.21.39,443.0,0.0,0.2371800000000001,0.231821,0.237296,0.0,0.260525,0.485283
3923,google.com.ly,https://www.google.com.ly,ok,172.217.16.195,443.0,0.0,0.2477010000000001,0.017537999999999998,0.247801,0.0,0.496522,0.496667
3942,google.by,https://www.google.by,ok,172.217.18.99,443.0,0.0,0.252037,0.237992,0.25214699999999995,0.0,0.49063,0.516718
3955,vklass.se,https://www.vklass.se,ok,104.22.55.170,443.0,0.0,0.26011,0.241776,0.260247,0.0,0.49086,1.491909
3987,beauty321.com,https://www.beauty321.com,ok,172.67.72.23,443.0,0.0,2.2516990000000003,0.004227000000000001,2.251814,0.0,4.237576,4.254853
3988,jagonews24.com,https://www.jagonews24.com,ok,104.25.238.57,443.0,0.0,1.002155,0.006939,1.002285,0.0,1.983165,2.259154
4034,crowd1.com,https://www.crowd1.com,ok,172.67.14.189,443.0,0.0,1.747643,0.245954,1.747761,0.0,1.971023,1.971223
4037,golang.org,https://www.golang.org,ok,142.250.74.209,443.0,0.0,0.245417,0.230899,0.245529,0.0,0.480693,0.5067520000000001
4043,ennaharonline.com,https://www.ennaharonline.com,ok,104.26.13.173,443.0,0.0,0.241188,0.232142,0.241302,0.0,0.481955,0.490743
4057,turbo.az,https://www.turbo.az,ok,104.26.3.137,443.0,0.0,0.253429,0.24546,0.253529,0.0,0.495152,1.4963799999999998
4091,tap.az,https://www.tap.az,ok,104.26.13.26,443.0,0.0,0.23596,0.229288,0.236081,0.0,0.479291,1.480472
4103,google.com.ec,https://www.google.com.ec,ok,172.217.16.131,443.0,0.0,0.244305,0.234399,0.244493,0.0,0.484628,0.511266
4144,telugustop.com,https://www.telugustop.com,ok,172.67.74.3,443.0,0.0,0.242595,0.228183,0.242718,0.0,1.247944,1.470242
4154,laleggepertutti.it,https://www.laleggepertutti.it,ok,104.16.94.96,443.0,0.0,0.253342,0.239062,0.253448,0.0,0.488898,0.496329
4166,omegle.com,https://www.omegle.com,ok,104.23.143.25,443.0,0.0,0.235539,0.228484,0.235649,0.0,0.249133,0.250991
4171,hltv.org,https://www.hltv.org,ok,104.18.2.89,443.0,0.0,0.242517,0.228663,0.242627,0.0,0.478383,0.488408
4187,whmcs.com,https://www.whmcs.com,ok,104.22.36.70,443.0,0.0,1.993768,0.010003,1.993884,0.0,2.741573,2.745164
4238,google.com.do,https://www.google.com.do,ok,216.58.212.131,443.0,0.0,0.239456,0.22728,0.239577,0.0,0.477547,0.5038020000000001
4243,socialmediaexaminer.com,https://www.socialmediaexaminer.com,ok,104.26.6.221,443.0,0.0,0.020644,0.01421,0.245461,0.0,0.491893,0.499597
4252,vitalsource.com,https://www.vitalsource.com,ok,104.17.65.241,443.0,0.0,2.262787,0.008919,2.262903,0.0,2.739415,2.742668
4253,jut.su,https://www.jut.su,ok,172.67.72.155,443.0,0.0,0.481301,0.246692,0.481414,0.0,0.729809,0.729943
4303,fragrantica.com,https://www.fragrantica.com,ok,104.17.2.6,443.0,0.0,0.242091,0.235054,0.242212,0.0,0.484392,1.485598
4313,pmi.org,https://www.pmi.org,ok,104.17.179.183,443.0,0.0,0.240772,0.234811,0.240883,0.0,0.265396,1.488327
4315,androidpolice.com,https://www.androidpolice.com,ok,104.18.171.13,443.0,0.0,0.240727,0.009156,0.240863,0.0,0.484145,0.484267
4329,annals.org,https://www.annals.org,ok,172.67.186.252,443.0,0.0,0.489676,0.4728600000000001,0.489796,0.0,0.722201,0.722272
4337,coingecko.com,https://www.coingecko.com,ok,104.18.4.127,443.0,0.0,0.018000000000000002,0.013672,0.018127,0.0,0.24036,1.243219
4338,acpjournals.org,https://www.acpjournals.org,ok,104.18.15.168,443.0,0.0,0.477047,0.470268,0.485212,0.0,1.220322,1.220448
4368,google.com.kw,https://www.google.com.kw,ok,216.58.208.35,443.0,0.0,0.242619,0.224563,0.242748,0.0,0.474538,0.501059
4390,fishki.net,https://www.fishki.net,ok,104.26.0.138,443.0,0.0,1.261925,0.016793000000000002,1.262023,0.0,1.489609,1.489737
4404,corporatefinanceinstitute.com,https://www.corporatefinanceinstitute.com,ok,104.26.5.129,443.0,0.0,0.242054,0.224247,0.242158,0.0,0.974199,0.974297
4410,rapidtables.com,https://www.rapidtables.com,ok,172.67.70.177,443.0,0.0,0.2409820000000001,0.228007,0.241091,0.0,0.258669,2.988115
4491,google.com.ng,https://www.google.com.ng,ok,172.217.18.99,443.0,0.0,0.25414499999999995,0.242106,0.254276,0.0,0.49218,0.492326
4499,blogspot.ru,https://www.blogspot.ru,ok,172.217.23.169,443.0,0.0,0.253723,0.24150500000000005,0.253835,0.0,0.519476,0.519604
4525,scitation.org,https://www.scitation.org,ok,104.17.164.62,443.0,0.0,0.270241,0.249598,0.27034899999999995,0.0,0.4945350000000001,1.49577
4553,pianmenw.com,https://www.pianmenw.com,ok,104.19.29.252,443.0,0.0,0.256227,0.244511,0.256341,0.0,0.267234,0.26732
4562,sportzwiki.com,https://www.sportzwiki.com,ok,104.26.5.208,443.0,0.0,0.246558,0.009944,0.246667,0.0,1.245094,1.245163
4568,bibox.com,https://www.bibox.com,ok,104.22.32.125,443.0,0.0,0.495656,0.4809890000000001,0.495758,0.0,1.980602,1.98083
4575,rae.es,https://www.rae.es,ok,172.67.69.61,443.0,0.0,0.241556,0.226723,0.241668,0.0,0.494037,0.7267680000000001
4661,google.lv,https://www.google.lv,ok,216.58.210.3,443.0,0.0,0.248271,0.237853,0.24841,0.0,2.227771,2.473518
4669,encuentra24.com,https://www.encuentra24.com,ok,172.67.11.97,443.0,0.0,0.24838,0.235859,0.248507,0.0,0.980078,0.980199
4680,google.iq,https://www.google.iq,ok,172.217.23.163,443.0,0.0,0.24421,0.232188,0.244328,0.0,0.482128,0.50871
4735,shahid4u.one,https://www.shahid4u.one,ok,104.26.6.7,443.0,0.0,0.244288,0.229705,0.244397,0.0,0.4722310000000001,0.4723600000000001
4742,blogspot.se,https://www.blogspot.se,ok,172.217.23.169,443.0,0.0,4.012243,0.025957,4.0123760000000015,0.0,4.249816,4.27664
4745,smartinsights.com,https://www.smartinsights.com,ok,104.20.253.9,443.0,0.0,0.245181,0.013593,0.2452820000000001,0.0,0.495471,0.498779
4766,warriorplus.com,https://www.warriorplus.com,ok,104.26.4.97,443.0,0.0,1.516023,0.013233000000000002,1.516131,0.0,1.7379349999999998,2.738721
4843,harrods.com,https://www.harrods.com,ok,104.18.0.58,443.0,0.0,1.473801,1.243408,1.473927,0.0,1.722164,1.7222669999999998
4878,annualreviews.org,https://www.annualreviews.org,ok,104.18.8.232,443.0,0.0,0.249564,0.23719,0.249658,0.0,0.987143,0.987247
4902,hostinger.com,https://www.hostinger.com,ok,104.19.184.120,443.0,0.0,1.758873,0.232028,1.758992,0.0,1.98185,1.994263
4915,hse.gov.uk,https://www.hse.gov.uk,ok,104.19.153.106,443.0,0.0,0.26263200000000003,0.236602,0.262776,0.0,0.486538,0.491404
4957,clickagy.com,https://www.clickagy.com,ok,104.18.31.205,443.0,0.0,0.238723,0.230526,0.238841,0.0,0.729333,0.735332
5007,crisp.chat,https://www.crisp.chat,ok,104.18.29.91,443.0,0.0,0.239956,0.231438,0.240073,0.0,0.475448,1.476652
5012,googleoptimize.com,https://www.googleoptimize.com,ok,216.58.208.46,443.0,0.0,1.748384,0.013863,1.748501,0.0,1.75145,1.751565
5019,linode.com,https://www.linode.com,ok,104.18.127.4,443.0,0.0,1.487815,0.011016,1.487919,0.0,1.730948,1.738231
5033,google.co.ao,https://www.google.co.ao,ok,172.217.22.3,443.0,0.0,0.509671,0.497416,0.509785,0.0,0.747725,0.773859
5058,google.si,https://www.google.si,ok,216.58.205.227,443.0,0.0,0.267275,0.246655,0.267394,0.0,0.493933,0.494479
5069,16personalities.com,https://www.16personalities.com,ok,172.67.203.252,443.0,0.0,0.248779,0.234783,0.248869,0.0,0.470367,0.488548
5099,mynewsdesk.com,https://www.mynewsdesk.com,ok,104.18.15.14,443.0,0.0,0.246587,0.015884,0.246695,0.0,0.494863,1.496067
5109,runescape.wiki,https://www.runescape.wiki,ok,172.67.20.94,443.0,0.0,0.246831,0.23470700000000005,0.24694,0.0,0.484299,1.487775
5122,fullhdfilmizlesene.com,https://www.fullhdfilmizlesene.com,ok,104.26.4.186,443.0,0.0,0.242908,0.22682,0.2430340000000001,0.0,0.476574,1.477761
5153,cettire.com,https://www.cettire.com,ok,23.227.38.74,443.0,0.0,0.239385,0.22855,0.239491,0.0,0.728567,0.7426189999999999
5160,parade.com,https://www.parade.com,ok,104.17.88.42,443.0,0.0,0.236686,0.22452,0.236802,0.0,0.474307,0.475207
5161,wordcounter.net,https://www.wordcounter.net,ok,104.20.193.70,443.0,0.0,1.990045,0.012509,1.990153,0.0,2.488747,2.488869
5305,slidesgo.com,https://www.slidesgo.com,ok,172.67.9.18,443.0,0.0,0.246145,0.231769,0.25443000000000005,0.0,0.481571,1.484804
5324,jamendo.com,https://www.jamendo.com,ok,104.26.4.61,443.0,0.0,3.745562,3.739513,3.745673000000002,0.0,3.980305,3.983725
5345,colourpop.com,https://www.colourpop.com,ok,23.227.38.74,443.0,0.0,0.243528,0.231621,0.243617,0.0,0.481639,1.482634
5377,google.tn,https://www.google.tn,ok,172.217.16.131,443.0,0.0,0.24821,0.23405,0.248349,0.0,0.484282,0.5105729999999999
5386,google.org,https://www.google.org,ok,216.239.32.27,443.0,0.0,0.248128,0.015655000000000002,0.248229,0.0,0.25874,0.25895100000000004
5408,google.jo,https://www.google.jo,ok,172.217.23.99,443.0,0.0,0.245223,0.226599,0.245402,0.0,0.476711,0.5032909999999999
5429,yalla-shoot.com,https://www.yalla-shoot.com,ok,104.21.234.144,443.0,0.0,1.753302,1.738274,1.7534040000000002,0.0,1.974166,1.977568
5432,lasvegassun.com,https://www.lasvegassun.com,ok,104.20.235.7,443.0,0.0,0.243699,0.225763,0.243806,0.0,0.475378,1.476535
5450,tweaktown.com,https://www.tweaktown.com,ok,104.22.37.139,443.0,0.0,0.254193,0.242736,0.254307,0.0,0.492311,0.496406
5457,vu.nl,https://www.vu.nl,ok,104.27.176.61,443.0,0.0,1.726198,1.496724,1.7263099999999998,0.0,2.474587,3.475849
5466,fresherslive.com,https://www.fresherslive.com,ok,172.67.11.113,443.0,0.0,0.236103,0.224166,0.236211,0.0,0.4824810000000001,0.728396
5481,google.com.uy,https://www.google.com.uy,ok,172.217.21.227,443.0,0.0,0.260102,0.249608,0.260237,0.0,0.485908,0.512933
5482,taroot-rangi.com,https://www.taroot-rangi.com,ok,172.67.68.238,443.0,0.0,2.491201,0.011631,2.491296,0.0,2.733959,2.761702
5544,pressherald.com,https://www.pressherald.com,ok,104.26.0.186,443.0,0.0,0.2399260000000001,0.232022,0.24003400000000005,0.0,0.721808,0.972493
5587,redgifs.com,https://www.redgifs.com,ok,104.18.5.207,443.0,0.0,0.25725,0.238636,0.25916,0.0,0.483616,0.490567
5590,indosport.com,https://www.indosport.com,ok,172.67.73.161,443.0,0.0,2.489088,0.014424,2.489185,0.0,3.237503,3.268235
5647,pjmedia.com,https://www.pjmedia.com,ok,104.18.18.43,443.0,0.0,0.242795,0.014047,0.242903,0.0,0.741442,0.741584
5655,friendfeed.com,https://www.friendfeed.com,ok,157.240.9.18,443.0,0.0,1.976271,0.224497,1.976398,0.0,2.224556,2.224627
5675,piliapp.com,https://www.piliapp.com,ok,104.26.5.119,443.0,0.0,0.247725,0.234289,0.247882,0.0,0.489221,0.4927760000000001
5678,nation.africa,https://www.nation.africa,ok,104.18.29.152,443.0,0.0,1.985419,0.01035,1.985515,0.0,1.996324,1.996393
5681,storeboard.com,https://www.storeboard.com,ok,104.26.2.123,443.0,0.0,1.476332,1.2446469999999998,1.476437,0.0,2.224848,2.224969
5682,lihkg.com,https://www.lihkg.com,ok,104.17.214.193,443.0,0.0,0.017158,0.011308,0.017271,0.0,0.238587,1.239378
5685,mundosexanuncio.com,https://www.mundosexanuncio.com,ok,104.26.15.202,443.0,0.0,0.247281,0.235196,0.247388,0.0,0.721508,0.735638
5688,avgle.com,https://www.avgle.com,ok,172.64.129.16,443.0,0.0,0.246105,0.239824,0.246209,0.0,0.489693,1.49069
5727,ficbook.net,https://www.ficbook.net,ok,172.67.17.216,443.0,0.0,0.234211,0.009493,0.234327,0.0,0.482741,0.482844
5742,bloombergquint.com,https://www.bloombergquint.com,ok,104.18.91.198,443.0,0.0,1.758314,0.018382,1.7584220000000002,0.0,1.996505,2.008172
5789,brstej.com,https://www.brstej.com,ok,104.26.7.141,443.0,0.0,0.23165300000000005,0.225507,0.231767,0.0,0.475231,1.476723
5810,ole.com.ar,https://www.ole.com.ar,ok,104.18.170.219,443.0,0.0,2.7279310000000003,2.488975,2.728052,0.0,2.997187,3.229368
5824,tensorflow.org,https://www.tensorflow.org,ok,142.250.74.206,443.0,0.0,0.256601,0.244555,0.256713,0.0,0.7448899999999999,1.246709
5855,gab.com,https://www.gab.com,ok,104.16.122.96,443.0,0.0,1.485636,0.011001,1.485756,0.0,1.496086,1.496166
5904,ilfattoquotidiano.it,https://www.ilfattoquotidiano.it,ok,104.17.61.22,443.0,0.0,2.49358,2.484263,2.49369,0.0,2.727435,2.983335
5933,mtlnovel.com,https://www.mtlnovel.com,ok,172.64.129.13,443.0,0.0,1.4912299999999998,0.008491,1.491319,0.0,1.983204,1.988245
5953,ufreegames.com,https://www.ufreegames.com,ok,172.67.6.56,443.0,0.0,0.25964,0.013621,0.25974899999999995,0.0,0.493178,0.49684
5971,jbhifi.com.au,https://www.jbhifi.com.au,ok,104.18.2.69,443.0,0.0,0.257459,0.237888,0.257567,0.0,0.737625,0.7534489999999999
5977,secnews.gr,https://www.secnews.gr,ok,104.23.129.67,443.0,0.0,0.244851,0.231836,0.2449800000000001,0.0,0.472271,0.489196
6022,fashionnova.com,https://www.fashionnova.com,ok,23.227.38.74,443.0,0.0,0.253845,0.243469,0.253954,0.0,0.490731,0.768304
6073,openclassrooms.com,https://www.openclassrooms.com,ok,104.22.64.200,443.0,0.0,1.735596,0.012893,1.735714,0.0,1.984221,1.984362
6095,onlinekhabar.com,https://www.onlinekhabar.com,ok,104.24.109.37,443.0,0.0,1.259248,0.02493,1.259348,0.0,1.494726,1.753996
6104,googlegroups.com,https://www.googlegroups.com,ok,108.177.15.139,443.0,0.0,0.243298,0.231081,0.243421,0.0,0.980883,0.980998
6112,exe.io,https://www.exe.io,ok,104.26.3.103,443.0,0.0,0.249806,0.238837,0.249919,0.0,0.48874,1.489774
6120,texastribune.org,https://www.texastribune.org,ok,172.67.24.106,443.0,0.0,0.24657,0.238976,0.246667,0.0,1.489036,1.495827
6163,dailypost.ng,https://www.dailypost.ng,ok,104.26.5.69,443.0,0.0,1.7499349999999998,1.742747,1.750039,0.0,2.225066,2.2251540000000003
6164,betfair.com,https://www.betfair.com,ok,104.16.182.251,443.0,0.0,0.473627,0.231433,0.47374,0.0,0.720232,0.7203069999999999
6181,faceit.com,https://www.faceit.com,ok,104.16.12.251,443.0,0.0,1.758163,0.013915,1.758274,0.0,2.238206,2.238327
6234,shapeways.com,https://www.shapeways.com,ok,104.20.23.246,443.0,0.0,0.247382,0.238108,0.247513,0.0,2.738143,2.745214
6282,fontspace.com,https://www.fontspace.com,ok,104.26.11.52,443.0,0.0,0.24250500000000005,0.230673,0.242608,0.0,0.477473,0.729657
6325,mosaiquefm.net,https://www.mosaiquefm.net,ok,104.26.6.159,443.0,0.0,0.239133,0.233111,0.239236,0.0,0.482689,1.483859
6344,psychiatryonline.org,https://www.psychiatryonline.org,ok,104.18.8.174,443.0,0.0,0.477142,0.470031,0.477248,0.0,1.219767,1.219894
6373,alternativeto.net,https://www.alternativeto.net,ok,104.26.0.179,443.0,0.0,0.244261,0.23849,0.244397,0.0,0.480387,1.481602
